date,site,lst,baseline_mean,baseline_std
2000-02-01,Carmel_Forest,14.53,,
2000-03-01,Carmel_Forest,17.91,,
2000-04-01,Carmel_Forest,23.51,,
2000-05-01,Carmel_Forest,28.66,,
2000-06-01,Carmel_Forest,32.52,,
2000-07-01,Carmel_Forest,33.63,,
2000-08-01,Carmel_Forest,32.82,,
2000-09-01,Carmel_Forest,31.42,,
2000-10-01,Carmel_Forest,27.72,,
2000-11-01,Carmel_Forest,22.67,,
2000-12-01,Carmel_Forest,14.57,,
2001-01-01,Carmel_Forest,14.61,,
2001-02-01,Carmel_Forest,15.36,,
2001-03-01,Carmel_Forest,21.78,,
2001-04-01,Carmel_Forest,24.21,,
2001-05-01,Carmel_Forest,30.09,,
2001-06-01,Carmel_Forest,33.48,,
2001-07-01,Carmel_Forest,33.23,,
2001-08-01,Carmel_Forest,31.87,,
2001-09-01,Carmel_Forest,30.22,,
2001-10-01,Carmel_Forest,27.79,,
2001-11-01,Carmel_Forest,20.11,,
2001-12-01,Carmel_Forest,15.44,,
2002-01-01,Carmel_Forest,12.32,,
2002-02-01,Carmel_Forest,16.94,,
2002-03-01,Carmel_Forest,21.62,,
2002-04-01,Carmel_Forest,21.5,,
2002-05-01,Carmel_Forest,27.69,,
2002-06-01,Carmel_Forest,31.24,,
2002-07-01,Carmel_Forest,32.39,,
2002-08-01,Carmel_Forest,31.41,,
2002-09-01,Carmel_Forest,31.42,,
2002-10-01,Carmel_Forest,28.58,,
2002-11-01,Carmel_Forest,22.86,,
2002-12-01,Carmel_Forest,16.37,,
2003-01-01,Carmel_Forest,15.94,,
2003-02-01,Carmel_Forest,12.95,15.61,1.2242957159118064
2003-03-01,Carmel_Forest,15.58,20.436666666666667,2.1896194494325574
2003-04-01,Carmel_Forest,21.31,23.07333333333333,1.4067811959694851
2003-05-01,Carmel_Forest,29.86,28.813333333333333,1.2073248665265417
2003-06-01,Carmel_Forest,31.23,32.413333333333334,1.1238030669709584
2003-07-01,Carmel_Forest,31.88,33.083333333333336,0.6328770286029773
2003-08-01,Carmel_Forest,31.82,32.03333333333333,0.7190502995850382
2003-09-01,Carmel_Forest,29.81,31.02,0.6928203230275526
2003-10-01,Carmel_Forest,28.02,28.03,0.4775981574503817
2003-11-01,Carmel_Forest,21.53,21.88,1.535805977329168
2003-12-01,Carmel_Forest,15.4,15.46,0.9001666512374255
2004-01-01,Carmel_Forest,13.05,14.29,1.831092570024792
2004-02-01,Carmel_Forest,15.82,14.945,1.6637808349258834
2004-03-01,Carmel_Forest,19.59,19.2225,3.015475363299569
2004-04-01,Carmel_Forest,24.89,22.6325,1.4479957412460402
2004-05-01,Carmel_Forest,26.71,29.075,1.1160794475902382
2004-06-01,Carmel_Forest,29.98,32.1175,1.0917989741706111
2004-07-01,Carmel_Forest,32.96,32.7825,0.7931109632327629
2004-08-01,Carmel_Forest,31.75,31.98,0.5967132197854064
2004-09-01,Carmel_Forest,31.11,30.7175,0.8282662615367131
2004-10-01,Carmel_Forest,28.85,28.0275,0.389989316092975
2004-11-01,Carmel_Forest,23.06,21.7925,1.2661325628332396
2004-12-01,Carmel_Forest,14.47,15.445,0.7355949972641198
2005-01-01,Carmel_Forest,13.09,13.98,1.6185384353380876
2005-02-01,Carmel_Forest,14.32,15.12,1.493067312615209
2005-03-01,Carmel_Forest,19.3,19.296,2.616644798210105
2005-04-01,Carmel_Forest,24.43,23.084,1.6099006180506927
2005-05-01,Carmel_Forest,29.15,28.602,1.432784003260784
2005-06-01,Carmel_Forest,31.06,31.69,1.3445445325462442
2005-07-01,Carmel_Forest,32.48,32.818,0.6914260625692388
2005-08-01,Carmel_Forest,31.82,31.934,0.5269060637343245
2005-09-01,Carmel_Forest,31.2,30.796000000000003,0.7384646233909936
2005-10-01,Carmel_Forest,27.9,28.192,0.4993696025991175
2005-11-01,Carmel_Forest,20.37,22.046,1.234354082101242
2005-12-01,Carmel_Forest,18.03,15.25,0.7719779789605402
2006-01-01,Carmel_Forest,13.33,13.802,1.4571101536946336
2006-02-01,Carmel_Forest,17.05,14.986666666666665,1.3747969547051917
2006-03-01,Carmel_Forest,19.44,19.296666666666667,2.3403988264111457
2006-04-01,Carmel_Forest,23.86,23.308333333333334,1.5412257027011549
2006-05-01,Carmel_Forest,27.37,28.69333333333333,1.3009022510037658
2006-06-01,Carmel_Forest,30.72,31.585,1.229792665452189
2006-07-01,Carmel_Forest,30.69,32.76166666666666,0.6336376461879989
2006-08-01,Carmel_Forest,32.04,31.915,0.4735715363068182
2006-09-01,Carmel_Forest,31.65,30.863333333333333,0.6807838619317207
2006-10-01,Carmel_Forest,27.06,28.14333333333333,0.4622841838811568
2006-11-01,Carmel_Forest,18.74,21.766666666666666,1.2988713048900056
2006-12-01,Carmel_Forest,15.31,15.713333333333331,1.3284677890963963
2007-01-01,Carmel_Forest,13.63,13.723333333333334,1.3174470261329925
2007-02-01,Carmel_Forest,16.7,15.281428571428568,1.4775816793150964
2007-03-01,Carmel_Forest,18.27,19.31714285714286,2.137168799180466
2007-04-01,Carmel_Forest,20.99,23.38714285714285,1.4223069791212952
2007-05-01,Carmel_Forest,28.39,28.504285714285714,1.288589114016529
2007-06-01,Carmel_Forest,31.78,31.46142857142857,1.1692793873639802
2007-07-01,Carmel_Forest,32.24,32.465714285714284,0.9734963986041436
2007-08-01,Carmel_Forest,31.34,31.932857142857134,0.4348836735539856
2007-09-01,Carmel_Forest,29.38,30.97571428571429,0.6889329222998218
2007-10-01,Carmel_Forest,28.09,27.98857142857143,0.5880030774133923
2007-11-01,Carmel_Forest,21.25,21.33428571428572,1.6475927605940448
2007-12-01,Carmel_Forest,14.39,15.655714285714286,1.2222637078096412
2008-01-01,Carmel_Forest,10.81,13.71,1.2031763517179568
2008-02-01,Carmel_Forest,13.76,15.45875,1.4570168888127946
2008-03-01,Carmel_Forest,22.42,19.18625,2.012971772564846
2008-04-01,Carmel_Forest,26.83,23.0875,1.5659661554452582
2008-05-01,Carmel_Forest,28.62,28.49,1.1936857686534228
2008-06-01,Carmel_Forest,32.23,31.50125,1.0883859281392
2008-07-01,Carmel_Forest,33.11,32.4375,0.9048085827558064
2008-08-01,Carmel_Forest,32.43,31.85875,0.4539174720459342
2008-09-01,Carmel_Forest,30.91,30.77625,0.8515353780084542
2008-10-01,Carmel_Forest,27.09,28.00125,0.5455649103714167
2008-11-01,Carmel_Forest,21.27,21.32375,1.5256655456366768
2008-12-01,Carmel_Forest,16.51,15.4975,1.2168665850101588
2009-01-01,Carmel_Forest,13.75,13.3475,1.5139612186012463
2009-02-01,Carmel_Forest,16.46,15.27,1.475864153640165
2009-03-01,Carmel_Forest,17.86,19.54555555555556,2.169666513033231
2009-04-01,Carmel_Forest,23.39,23.50333333333333,1.924051714481708
2009-05-01,Carmel_Forest,29.6,28.504444444444445,1.1174313302291898
2009-06-01,Carmel_Forest,32.32,31.582222222222224,1.0466706475508156
2009-07-01,Carmel_Forest,33.02,32.51222222222222,0.8755537930044299
2009-08-01,Carmel_Forest,33.06,31.922222222222224,0.4653433618785643
2009-09-01,Carmel_Forest,29.0,30.79111111111111,0.7977851284093431
2009-10-01,Carmel_Forest,29.95,27.9,0.59388551085205
2009-11-01,Carmel_Forest,20.34,21.317777777777778,1.4272419011661777
2009-12-01,Carmel_Forest,16.79,15.61,1.1872552379332764
2010-01-01,Carmel_Forest,15.82,13.392222222222223,1.4225222122850818
2010-02-01,Carmel_Forest,16.09,15.389,1.441445647797917
2010-03-01,Carmel_Forest,19.61,19.377,2.113885574533831
2010-04-01,Carmel_Forest,25.2,23.492,1.814367352243996
2010-05-01,Carmel_Forest,28.51,28.614000000000004,1.1090255983419757
2010-06-01,Carmel_Forest,31.38,31.656,1.0140151215177542
2010-07-01,Carmel_Forest,31.68,32.563,0.8409525022919613
2010-08-01,Carmel_Forest,32.52,32.036,0.5673956095862729
2010-09-01,Carmel_Forest,31.08,30.612,0.9415684314541944
2010-10-01,Carmel_Forest,29.74,28.105,0.8565985705749872
2010-11-01,Carmel_Forest,26.79,21.22,1.3806842104148542
2010-12-01,Carmel_Forest,20.89,15.728,1.179913367817975
2011-01-01,Carmel_Forest,14.69,13.635,1.5453604397967768
2011-02-01,Carmel_Forest,16.43,15.452727272727277,1.3837130548570462
2011-03-01,Carmel_Forest,21.15,19.398181818181826,2.0066380748994987
2011-04-01,Carmel_Forest,25.65,23.64727272727272,1.796647382816622
2011-05-01,Carmel_Forest,31.89,28.60454545454546,1.0525812428156185
2011-06-01,Carmel_Forest,33.87,31.63090909090909,0.9655718983633949
2011-07-01,Carmel_Forest,35.82,32.482727272727274,0.8410480474870733
2011-08-01,Carmel_Forest,34.67,32.08,0.5577096018538686
2011-09-01,Carmel_Forest,33.85,30.654545454545453,0.904326972243598
2011-10-01,Carmel_Forest,30.15,28.253636363636364,0.9504764355550612
2011-11-01,Carmel_Forest,19.84,21.726363636363637,2.1298134788157985
2011-12-01,Carmel_Forest,17.19,16.19727272727273,1.9171233184596703
2012-01-01,Carmel_Forest,12.58,13.73090909090909,1.500169687371762
2012-02-01,Carmel_Forest,14.34,15.53416666666667,1.349144229322852
2012-03-01,Carmel_Forest,18.31,19.544166666666676,1.9789595904429336
2012-04-01,Carmel_Forest,26.75,23.81416666666666,1.8079644924778269
2012-05-01,Carmel_Forest,32.05,28.87833333333333,1.3808418600347547
2012-06-01,Carmel_Forest,34.38,31.8175,1.1248848425909683
2012-07-01,Carmel_Forest,35.28,32.76083333333333,1.2534639881931071
2012-08-01,Carmel_Forest,35.08,32.295833333333334,0.9174813184457604
2012-09-01,Carmel_Forest,34.22,30.92083333333333,1.2626844299732896
2012-10-01,Carmel_Forest,29.9,28.411666666666665,1.05875427085826
2012-11-01,Carmel_Forest,21.94,21.569166666666664,2.1024421225774272
2012-12-01,Carmel_Forest,15.77,16.28,1.8502334005102263
2013-01-01,Carmel_Forest,15.47,13.635,1.4684345405907608
2013-02-01,Carmel_Forest,17.87,15.442307692307695,1.333492618690694
2013-03-01,Carmel_Forest,21.81,19.449230769230773,1.9253807482264456
2013-04-01,Carmel_Forest,28.32,24.04,1.9129427592063493
2013-05-01,Carmel_Forest,30.37,29.122307692307693,1.5879659623039453
2013-06-01,Carmel_Forest,33.39,32.01461538461538,1.2903592224946212
2013-07-01,Carmel_Forest,32.92,32.95461538461538,1.388672119836161
2013-08-01,Carmel_Forest,34.07,32.51,1.16957257149781
2013-09-01,Carmel_Forest,33.16,31.174615384615382,1.5161717986682526
2013-10-01,Carmel_Forest,29.38,28.526153846153843,1.0945055082969235
2013-11-01,Carmel_Forest,25.16,21.597692307692306,2.0155609386560105
2013-12-01,Carmel_Forest,14.8,16.24076923076923,1.7771018613577068
2014-01-01,Carmel_Forest,15.88,13.776153846153846,1.495200869791628
2014-02-01,Carmel_Forest,17.64,15.615714285714288,1.4361043152903643
2014-03-01,Carmel_Forest,21.42,19.617857142857144,1.954486667099096
2014-04-01,Carmel_Forest,26.97,24.34571428571428,2.164790678407195
2014-05-01,Carmel_Forest,31.44,29.211428571428574,1.5616847763423125
2014-06-01,Carmel_Forest,34.49,32.112857142857145,1.2930847349915366
2014-07-01,Carmel_Forest,33.97,32.95214285714285,1.3342250909822502
2014-08-01,Carmel_Forest,33.56,32.621428571428574,1.198543071610484
2014-09-01,Carmel_Forest,31.76,31.316428571428567,1.550323078700581
2014-10-01,Carmel_Forest,28.93,28.58714285714285,1.0760428113547025
2014-11-01,Carmel_Forest,21.15,21.85214285714286,2.157873520822787
2014-12-01,Carmel_Forest,16.66,16.137857142857147,1.7502666986729527
2015-01-01,Carmel_Forest,14.1,13.926428571428572,1.5426630677692847
2015-02-01,Carmel_Forest,17.63,15.75066666666667,1.4792781379861637
2015-03-01,Carmel_Forest,19.88,19.738000000000003,1.9400191457081772
2015-04-01,Carmel_Forest,25.53,24.520666666666664,2.1933323201618733
2015-05-01,Carmel_Forest,31.13,29.360000000000003,1.61113535832876
2015-06-01,Carmel_Forest,30.35,32.27133333333333,1.389012324673629
2015-07-01,Carmel_Forest,34.09,33.02,1.3122771919725758
2015-08-01,Carmel_Forest,34.5,32.684,1.1800956377708185
2015-09-01,Carmel_Forest,33.39,31.346,1.4983123839840609
2015-10-01,Carmel_Forest,28.75,28.61,1.0406728592598156
2015-11-01,Carmel_Forest,21.98,21.805333333333333,2.087267067129602
2015-12-01,Carmel_Forest,16.75,16.172666666666668,1.6919788358464716
2016-01-01,Carmel_Forest,14.61,13.938,1.4872227232568187
2016-02-01,Carmel_Forest,18.34,15.868125,1.5043679459050794
2016-03-01,Carmel_Forest,20.0,19.746875,1.8745727290949976
2016-04-01,Carmel_Forest,28.27,24.58375,2.1339318170925705
2016-05-01,Carmel_Forest,32.07,29.470625,1.6181819788474547
2016-06-01,Carmel_Forest,35.43,32.15125,1.4252900289648656
2016-07-01,Carmel_Forest,34.77,33.086875,1.2956939903644946
2016-08-01,Carmel_Forest,33.62,32.7975,1.2271511724314978
2016-09-01,Carmel_Forest,33.26,31.47375,1.5350564593308396
2016-10-01,Carmel_Forest,31.49,28.61875,1.0059945327883248
2016-11-01,Carmel_Forest,21.98,21.816250000000004,2.0169643031050404
2016-12-01,Carmel_Forest,14.54,16.208750000000002,1.6409666866413428
2017-01-01,Carmel_Forest,12.31,13.98,1.4465821787924804
2017-02-01,Carmel_Forest,16.63,16.013529411764704,1.5751505530284662
2017-03-01,Carmel_Forest,21.69,19.761764705882356,1.816085196563331
2017-04-01,Carmel_Forest,27.55,24.80058823529412,2.251306483434217
2017-05-01,Carmel_Forest,32.14,29.623529411764707,1.6888788484393664
2017-06-01,Carmel_Forest,34.24,32.344117647058816,1.5927494263989292
2017-07-01,Carmel_Forest,35.13,33.18588235294118,1.3192945976142398
2017-08-01,Carmel_Forest,33.22,32.845882352941175,1.2048135686877524
2017-09-01,Carmel_Forest,32.66,31.578823529411768,1.5481637605278598
2017-10-01,Carmel_Forest,29.17,28.787647058823527,1.1973801057504916
2017-11-01,Carmel_Forest,22.24,21.825882352941186,1.9533210783929296
2017-12-01,Carmel_Forest,16.48,16.11058823529412,1.6395977806623616
2018-01-01,Carmel_Forest,14.94,13.881764705882354,1.4580347873684187
2018-02-01,Carmel_Forest,15.62,16.047777777777775,1.5350131463531915
2018-03-01,Carmel_Forest,22.78,19.86888888888889,1.8195373972164688
2018-04-01,Carmel_Forest,26.73,24.953333333333333,2.2782010446841605
2018-05-01,Carmel_Forest,30.33,29.763333333333332,1.742510021913959
2018-06-01,Carmel_Forest,33.01,32.44944444444444,1.6085121814610226
2018-07-01,Carmel_Forest,32.39,33.29388888888889,1.3594598360200405
2018-08-01,Carmel_Forest,31.56,32.86666666666667,1.1721624059328777
2018-09-01,Carmel_Forest,33.27,31.63888888888889,1.523405198459297
2018-10-01,Carmel_Forest,28.16,28.808888888888887,1.165119983161991
2018-11-01,Carmel_Forest,23.12,21.848888888888894,1.8975119588521512
2018-12-01,Carmel_Forest,15.74,16.131111111111114,1.5930248286122737
2019-01-01,Carmel_Forest,13.32,13.940555555555555,1.4363248535645827
2019-02-01,Carmel_Forest,15.51,16.025263157894734,1.4949892917530014
2019-03-01,Carmel_Forest,20.48,20.022105263157894,1.890189816886032
2019-04-01,Carmel_Forest,22.06,25.04684210526316,2.251219552527965
2019-05-01,Carmel_Forest,30.83,29.793157894736844,1.6983981100881136
2019-06-01,Carmel_Forest,31.86,32.478947368421046,1.5684737618208564
2019-07-01,Carmel_Forest,33.8,33.246315789473684,1.3373323800524848
2019-08-01,Carmel_Forest,32.75,32.7978947368421,1.177919913082985
2019-09-01,Carmel_Forest,32.33,31.724736842105266,1.5270427790742496
2019-10-01,Carmel_Forest,30.17,28.77473684210526,1.1420370125401784
2019-11-01,Carmel_Forest,24.2,21.91578947368421,1.8669652016916345
2019-12-01,Carmel_Forest,16.67,16.11052631578948,1.550739872463072
2020-01-01,Carmel_Forest,13.98,13.907894736842104,1.4030980758757796
2020-02-01,Carmel_Forest,15.78,15.999499999999998,1.459670023994248
2020-03-01,Carmel_Forest,18.66,20.045,1.8426225589460377
2020-04-01,Carmel_Forest,22.53,24.8975,2.2907017426291474
2020-05-01,Carmel_Forest,31.25,29.84500000000001,1.6692781295171302
2020-06-01,Carmel_Forest,30.79,32.44799999999999,1.5329009306402992
2020-07-01,Carmel_Forest,31.91,33.273999999999994,1.3075384667784211
2020-08-01,Carmel_Forest,32.71,32.7955,1.146553072198763
2020-09-01,Carmel_Forest,33.62,31.755000000000003,1.4924635233134018
2020-10-01,Carmel_Forest,31.0,28.844499999999996,1.1545310052593922
2020-11-01,Carmel_Forest,21.12,22.030000000000005,1.887588269110669
2020-12-01,Carmel_Forest,16.5,16.138500000000004,1.5145549111694063
2021-01-01,Carmel_Forest,15.87,13.9115,1.3657705555935504
2021-02-01,Carmel_Forest,16.94,15.989047619047616,1.4235164374249591
2021-03-01,Carmel_Forest,19.04,19.97904761904762,1.8212191102717568
2021-04-01,Carmel_Forest,26.11,24.784761904761904,2.291692865651109
2021-05-01,Carmel_Forest,30.42,29.911904761904765,1.6556467589664736
2021-06-01,Carmel_Forest,32.32,32.36904761904761,1.5372699982823606
2021-07-01,Carmel_Forest,32.44,33.20904761904761,1.308728026604095
2021-08-01,Carmel_Forest,34.52,32.79142857142857,1.117677438773306
2021-09-01,Carmel_Forest,32.24,31.84380952380953,1.5105312846494643
2021-10-01,Carmel_Forest,29.68,28.94714285714285,1.2196480757052128
2021-11-01,Carmel_Forest,25.68,21.98666666666667,1.850479217211945
2021-12-01,Carmel_Forest,15.22,16.15571428571429,1.4783117784438151
2022-01-01,Carmel_Forest,13.23,14.004761904761908,1.3981116516488197
2022-02-01,Carmel_Forest,16.47,16.032272727272723,1.4039262354051494
2022-03-01,Carmel_Forest,16.56,19.93636363636364,1.788568316664651
2022-04-01,Carmel_Forest,24.36,24.845,2.254239920471558
2022-05-01,Carmel_Forest,29.18,29.935,1.619373041525345
2022-06-01,Carmel_Forest,32.37,32.36681818181818,1.500258347160618
2022-07-01,Carmel_Forest,32.73,33.17409090909091,1.2876692088195605
2022-08-01,Carmel_Forest,32.29,32.87,1.151318085210744
2022-09-01,Carmel_Forest,32.18,31.861818181818183,1.4765456352537882
2022-10-01,Carmel_Forest,28.31,28.98045454545454,1.2004660891373946
2022-11-01,Carmel_Forest,22.31,22.15454545454546,1.9700875669992493
2022-12-01,Carmel_Forest,17.62,16.113181818181825,1.4564123773804636
2023-01-01,Carmel_Forest,16.13,13.969545454545456,1.374379434933756
2023-02-01,Carmel_Forest,14.9,16.051304347826086,1.3746811344249523
2023-03-01,Carmel_Forest,21.57,19.789565217391303,1.883935624891461
2023-04-01,Carmel_Forest,24.09,24.823913043478264,2.204731975321253
2023-05-01,Carmel_Forest,30.03,29.90217391304348,1.5899541346207529
2023-06-01,Carmel_Forest,31.81,32.36695652173913,1.465765188880131
2023-07-01,Carmel_Forest,34.54,33.15478260869565,1.2614669295028111
2023-08-01,Carmel_Forest,32.21,32.84478260869565,1.1313301486031124
2023-09-01,Carmel_Forest,32.64,31.875652173913043,1.4441223383298387
2023-10-01,Carmel_Forest,27.95,28.95130434782608,1.181167774811421
2023-11-01,Carmel_Forest,24.07,22.161304347826093,1.925065062295596
2023-12-01,Carmel_Forest,17.23,16.178695652173918,1.4572025015195325
2024-01-01,Carmel_Forest,15.58,14.063478260869568,1.4163320382903672
2024-02-01,Carmel_Forest,15.08,16.003333333333334,1.3648496227620184
2024-03-01,Carmel_Forest,18.71,19.86375,1.8780258193807853
2024-04-01,Carmel_Forest,24.95,24.793333333333333,2.1614682342186367
2024-05-01,Carmel_Forest,28.38,29.9075,1.5552247146452751
2024-06-01,Carmel_Forest,32.63,32.34375,1.4380476272574807
2024-07-01,Carmel_Forest,32.22,33.2125,1.2657262909011022
2024-08-01,Carmel_Forest,31.72,32.818333333333335,1.1140239114858888
2024-09-01,Carmel_Forest,29.85,31.9075,1.4209710396951
2024-10-01,Carmel_Forest,26.51,28.90958333333333,1.173146935334214
2024-11-01,Carmel_Forest,20.23,22.240833333333335,1.9226406584302944
2024-12-01,Carmel_Forest,15.07,16.2225,1.4412381452433003
2025-01-01,Carmel_Forest,14.05,14.126666666666669,1.4193680978172816
2025-02-01,Carmel_Forest,13.22,15.966399999999998,1.3488139234156804
2025-03-01,Carmel_Forest,18.51,19.8176,1.852908254609494
2025-04-01,Carmel_Forest,22.98,24.7996,2.1161905238738155
2025-05-01,Carmel_Forest,29.02,29.8464,1.5528277431833832
2025-06-01,Carmel_Forest,31.3,32.3552,1.4089331661461688
2025-07-01,Carmel_Forest,32.08,33.1728,1.2548755582394089
2025-08-01,Carmel_Forest,30.35,32.7744,1.1124712730373465
2025-09-01,Carmel_Forest,29.96,31.8252,1.4506410077387628
2025-10-01,Carmel_Forest,25.35,28.8136,1.244688314398428
2025-11-01,Carmel_Forest,23.82,22.160400000000003,1.9246460280616104
2025-12-01,Carmel_Forest,14.29,16.1764,1.4295974958008286
2026-01-01,Carmel_Forest,12.0,14.1236,1.3895679184552294
2026-02-01,Carmel_Forest,14.7,15.86076923076923,1.427105947228651
2026-03-01,Carmel_Forest,14.04,19.767307692307693,1.8334940582228407
2026-04-01,Carmel_Forest,21.55,24.729615384615386,2.103919163407626
2026-05-01,Carmel_Forest,23.1,29.814615384615383,1.530062039968917
2000-02-01,Haifa_Coastal_Urban,18.73,,
2000-03-01,Haifa_Coastal_Urban,18.13,,
2000-04-01,Haifa_Coastal_Urban,23.1,,
2000-05-01,Haifa_Coastal_Urban,29.31,,
2000-06-01,Haifa_Coastal_Urban,33.61,,
2000-07-01,Haifa_Coastal_Urban,35.36,,
2000-08-01,Haifa_Coastal_Urban,33.99,,
2000-09-01,Haifa_Coastal_Urban,32.03,,
2000-10-01,Haifa_Coastal_Urban,28.21,,
2000-11-01,Haifa_Coastal_Urban,22.78,,
2000-12-01,Haifa_Coastal_Urban,16.47,,
2001-01-01,Haifa_Coastal_Urban,14.76,,
2001-02-01,Haifa_Coastal_Urban,16.95,,
2001-03-01,Haifa_Coastal_Urban,22.46,,
2001-04-01,Haifa_Coastal_Urban,26.5,,
2001-05-01,Haifa_Coastal_Urban,30.55,,
2001-06-01,Haifa_Coastal_Urban,32.97,,
2001-07-01,Haifa_Coastal_Urban,34.48,,
2001-08-01,Haifa_Coastal_Urban,34.04,,
2001-09-01,Haifa_Coastal_Urban,31.96,,
2001-10-01,Haifa_Coastal_Urban,28.21,,
2001-11-01,Haifa_Coastal_Urban,21.17,,
2001-12-01,Haifa_Coastal_Urban,16.09,,
2002-01-01,Haifa_Coastal_Urban,13.55,,
2002-02-01,Haifa_Coastal_Urban,17.47,,
2002-03-01,Haifa_Coastal_Urban,20.64,,
2002-04-01,Haifa_Coastal_Urban,24.17,,
2002-05-01,Haifa_Coastal_Urban,28.78,,
2002-06-01,Haifa_Coastal_Urban,33.33,,
2002-07-01,Haifa_Coastal_Urban,34.77,,
2002-08-01,Haifa_Coastal_Urban,34.53,,
2002-09-01,Haifa_Coastal_Urban,32.03,,
2002-10-01,Haifa_Coastal_Urban,27.32,,
2002-11-01,Haifa_Coastal_Urban,22.92,,
2002-12-01,Haifa_Coastal_Urban,16.13,,
2003-01-01,Haifa_Coastal_Urban,16.25,,
2003-02-01,Haifa_Coastal_Urban,15.14,17.716666666666665,0.9152777356263696
2003-03-01,Haifa_Coastal_Urban,17.14,20.41,2.174143509522774
2003-04-01,Haifa_Coastal_Urban,23.52,24.590000000000003,1.7384763443889586
2003-05-01,Haifa_Coastal_Urban,29.56,29.546666666666667,0.9084235429211054
2003-06-01,Haifa_Coastal_Urban,32.54,33.303333333333335,0.320832251080426
2003-07-01,Haifa_Coastal_Urban,34.23,34.870000000000005,0.448441746495574
2003-08-01,Haifa_Coastal_Urban,34.07,34.18666666666667,0.2983845393671285
2003-09-01,Haifa_Coastal_Urban,31.46,32.00666666666667,0.0404145188432739
2003-10-01,Haifa_Coastal_Urban,27.33,27.913333333333338,0.5138417395787672
2003-11-01,Haifa_Coastal_Urban,21.78,22.290000000000003,0.972471079261486
2003-12-01,Haifa_Coastal_Urban,15.98,16.23,0.2088061301782106
2004-01-01,Haifa_Coastal_Urban,13.97,14.853333333333332,1.3524175883702978
2004-02-01,Haifa_Coastal_Urban,14.65,17.072499999999998,1.4893930531148136
2004-03-01,Haifa_Coastal_Urban,20.18,19.5925,2.413398364685505
2004-04-01,Haifa_Coastal_Urban,24.86,24.3225,1.51693495795524
2004-05-01,Haifa_Coastal_Urban,28.32,29.55,0.7417546764261079
2004-06-01,Haifa_Coastal_Urban,32.0,33.1125,0.4629164791478768
2004-07-01,Haifa_Coastal_Urban,34.66,34.71,0.4862783839187878
2004-08-01,Haifa_Coastal_Urban,34.26,34.1575,0.2505161338783062
2004-09-01,Haifa_Coastal_Urban,31.86,31.870000000000005,0.2753179979587242
2004-10-01,Haifa_Coastal_Urban,28.18,27.7675,0.5109712973021749
2004-11-01,Haifa_Coastal_Urban,21.51,22.1625,0.8339614299634405
2004-12-01,Haifa_Coastal_Urban,15.42,16.1675,0.2114040365429818
2005-01-01,Haifa_Coastal_Urban,14.25,14.6325,1.1892960102514425
2005-02-01,Haifa_Coastal_Urban,15.42,16.588,1.6844643065378375
2005-03-01,Haifa_Coastal_Urban,20.7,19.71,2.1065137075272027
2005-04-01,Haifa_Coastal_Urban,24.61,24.43,1.3355148819837237
2005-05-01,Haifa_Coastal_Urban,28.17,29.304,0.8457127171800125
2005-06-01,Haifa_Coastal_Urban,32.27,32.89,0.6389444420291952
2005-07-01,Haifa_Coastal_Urban,34.04,34.7,0.4217226576791921
2005-08-01,Haifa_Coastal_Urban,33.39,34.178,0.2217430945937211
2005-09-01,Haifa_Coastal_Urban,31.98,31.86800000000001,0.2384743172754669
2005-10-01,Haifa_Coastal_Urban,27.75,27.85,0.4794267410147255
2005-11-01,Haifa_Coastal_Urban,20.09,22.032000000000004,0.7789544274217843
2005-12-01,Haifa_Coastal_Urban,18.17,16.018,0.3811430177767916
2006-01-01,Haifa_Coastal_Urban,14.04,14.556,1.0440689632394975
2006-02-01,Haifa_Coastal_Urban,16.38,16.393333333333334,1.580286893784374
2006-03-01,Haifa_Coastal_Urban,19.96,19.875000000000004,1.9269846911690816
2006-04-01,Haifa_Coastal_Urban,23.09,24.46,1.1967790105111298
2006-05-01,Haifa_Coastal_Urban,28.97,29.115,0.8868539902374005
2006-06-01,Haifa_Coastal_Urban,32.52,32.78666666666667,0.6250333324444909
2006-07-01,Haifa_Coastal_Urban,33.13,34.59,0.4635515073861811
2006-08-01,Haifa_Coastal_Urban,33.48,34.04666666666666,0.3779241546483454
2006-09-01,Haifa_Coastal_Urban,32.77,31.88666666666667,0.2181436835360279
2006-10-01,Haifa_Coastal_Urban,27.35,27.83333333333333,0.4307512816773354
2006-11-01,Haifa_Coastal_Urban,19.93,21.70833333333333,1.0554509304873758
2006-12-01,Haifa_Coastal_Urban,15.94,16.37666666666667,0.9423728915172952
2007-01-01,Haifa_Coastal_Urban,14.29,14.47,0.9573087276317916
2007-02-01,Haifa_Coastal_Urban,15.55,16.39142857142857,1.442606767526856
2007-03-01,Haifa_Coastal_Urban,19.66,19.88714285714286,1.7593816554471091
2007-04-01,Haifa_Coastal_Urban,22.06,24.264285714285712,1.2090058883625163
2007-05-01,Haifa_Coastal_Urban,27.93,29.094285714285714,0.8114361166651204
2007-06-01,Haifa_Coastal_Urban,32.49,32.74857142857143,0.5794085654478061
2007-07-01,Haifa_Coastal_Urban,34.08,34.38142857142857,0.6953998507196787
2007-08-01,Haifa_Coastal_Urban,33.48,33.96571428571428,0.4060729467660195
2007-09-01,Haifa_Coastal_Urban,30.99,32.01285714285715,0.3887464591784859
