date,year,month,lst,ndvi,site,land_cover
2022-07-01,2022,7,41.49,0.36905,Jordan_Valley_Arid,Arid
2022-08-01,2022,8,40.06,0.38944999999999996,Jordan_Valley_Arid,Arid
2022-09-01,2022,9,38.04,0.34804999999999997,Jordan_Valley_Arid,Arid
2022-10-01,2022,10,34.56,0.2624,Jordan_Valley_Arid,Arid
2022-11-01,2022,11,27.64,0.2977,Jordan_Valley_Arid,Arid
2022-12-01,2022,12,19.96,0.4988,Jordan_Valley_Arid,Arid
2023-01-01,2023,1,19.22,0.67665,Jordan_Valley_Arid,Arid
2023-02-01,2023,2,18.75,0.6854,Jordan_Valley_Arid,Arid
2023-03-01,2023,3,24.9,0.6685000000000001,Jordan_Valley_Arid,Arid
2023-04-01,2023,4,30.37,0.48235,Jordan_Valley_Arid,Arid
2023-05-01,2023,5,36.73,0.41915,Jordan_Valley_Arid,Arid
2023-06-01,2023,6,39.41,0.4107,Jordan_Valley_Arid,Arid
2023-07-01,2023,7,42.81,0.39195,Jordan_Valley_Arid,Arid
2023-08-01,2023,8,40.38,0.37324999999999997,Jordan_Valley_Arid,Arid
2023-09-01,2023,9,39.2,0.35785,Jordan_Valley_Arid,Arid
2023-10-01,2023,10,34.33,0.2885,Jordan_Valley_Arid,Arid
2023-11-01,2023,11,28.7,0.42784999999999995,Jordan_Valley_Arid,Arid
2023-12-01,2023,12,19.0,0.7314499999999999,Jordan_Valley_Arid,Arid
2024-01-01,2024,1,17.16,0.8066,Jordan_Valley_Arid,Arid
2024-02-01,2024,2,17.86,0.7451000000000001,Jordan_Valley_Arid,Arid
2024-03-01,2024,3,21.46,0.65025,Jordan_Valley_Arid,Arid
2024-04-01,2024,4,29.99,0.4961,Jordan_Valley_Arid,Arid
2024-05-01,2024,5,34.73,0.4253,Jordan_Valley_Arid,Arid
2024-06-01,2024,6,40.11,0.43520000000000003,Jordan_Valley_Arid,Arid
2024-07-01,2024,7,39.81,0.46325,Jordan_Valley_Arid,Arid
2024-08-01,2024,8,38.79,0.5069,Jordan_Valley_Arid,Arid
2024-09-01,2024,9,36.7,0.5357000000000001,Jordan_Valley_Arid,Arid
2024-10-01,2024,10,32.56,0.4709,Jordan_Valley_Arid,Arid
2024-11-01,2024,11,23.11,0.5598,Jordan_Valley_Arid,Arid
2024-12-01,2024,12,18.24,0.6141000000000001,Jordan_Valley_Arid,Arid
2025-01-01,2025,1,15.68,0.7237,Jordan_Valley_Arid,Arid
2025-02-01,2025,2,14.83,0.8049999999999999,Jordan_Valley_Arid,Arid
2025-03-01,2025,3,22.94,0.7214,Jordan_Valley_Arid,Arid
2025-04-01,2025,4,29.39,0.53145,Jordan_Valley_Arid,Arid
2025-05-01,2025,5,35.34,0.39365,Jordan_Valley_Arid,Arid
2025-06-01,2025,6,38.91,0.36915,Jordan_Valley_Arid,Arid
2025-07-01,2025,7,39.97,0.4174,Jordan_Valley_Arid,Arid
2025-08-01,2025,8,37.14,0.42285000000000006,Jordan_Valley_Arid,Arid
2025-09-01,2025,9,35.67,0.47725,Jordan_Valley_Arid,Arid
2025-10-01,2025,10,31.54,0.374,Jordan_Valley_Arid,Arid
2025-11-01,2025,11,24.56,0.63605,Jordan_Valley_Arid,Arid
2025-12-01,2025,12,15.65,0.68935,Jordan_Valley_Arid,Arid
2026-01-01,2026,1,12.85,0.7501,Jordan_Valley_Arid,Arid
2026-02-01,2026,2,16.44,0.7422,Jordan_Valley_Arid,Arid
2026-03-01,2026,3,17.69,0.74605,Jordan_Valley_Arid,Arid
2026-04-01,2026,4,26.62,0.57525,Jordan_Valley_Arid,Arid
2026-05-01,2026,5,31.83,0.4474,Jordan_Valley_Arid,Arid
2000-02-01,2000,2,19.77,0.4822,Lower_Galilee_Mixed,Mixed
2000-03-01,2000,3,20.09,0.48685,Lower_Galilee_Mixed,Mixed
2000-04-01,2000,4,26.04,0.45389999999999997,Lower_Galilee_Mixed,Mixed
2000-05-01,2000,5,35.65,0.40645,Lower_Galilee_Mixed,Mixed
2000-06-01,2000,6,40.38,0.32365,Lower_Galilee_Mixed,Mixed
2000-07-01,2000,7,41.32,0.29869999999999997,Lower_Galilee_Mixed,Mixed
2000-08-01,2000,8,39.18,0.28995,Lower_Galilee_Mixed,Mixed
2000-09-01,2000,9,36.93,0.30215000000000003,Lower_Galilee_Mixed,Mixed
2000-10-01,2000,10,31.9,0.34404999999999997,Lower_Galilee_Mixed,Mixed
2000-11-01,2000,11,24.74,0.3585,Lower_Galilee_Mixed,Mixed
2000-12-01,2000,12,16.53,0.4429,Lower_Galilee_Mixed,Mixed
2001-01-01,2001,1,15.49,0.45814999999999995,Lower_Galilee_Mixed,Mixed
2001-02-01,2001,2,17.01,0.41105,Lower_Galilee_Mixed,Mixed
2001-03-01,2001,3,25.62,0.4172,Lower_Galilee_Mixed,Mixed
2001-04-01,2001,4,30.9,0.32175,Lower_Galilee_Mixed,Mixed
2001-05-01,2001,5,38.41,0.2995,Lower_Galilee_Mixed,Mixed
2001-06-01,2001,6,41.35,0.27615,Lower_Galilee_Mixed,Mixed
2001-07-01,2001,7,40.63,0.29955,Lower_Galilee_Mixed,Mixed
2001-08-01,2001,8,39.28,0.27645,Lower_Galilee_Mixed,Mixed
2001-09-01,2001,9,36.14,0.30455,Lower_Galilee_Mixed,Mixed
2001-10-01,2001,10,32.65,0.3115,Lower_Galilee_Mixed,Mixed
2001-11-01,2001,11,21.96,0.33275,Lower_Galilee_Mixed,Mixed
2001-12-01,2001,12,15.43,0.40475,Lower_Galilee_Mixed,Mixed
2002-01-01,2002,1,13.92,0.4526,Lower_Galilee_Mixed,Mixed
2002-02-01,2002,2,17.68,0.4531,Lower_Galilee_Mixed,Mixed
2002-03-01,2002,3,24.95,0.3943,Lower_Galilee_Mixed,Mixed
2002-04-01,2002,4,24.66,0.38785000000000003,Lower_Galilee_Mixed,Mixed
2002-05-01,2002,5,33.09,0.33709999999999996,Lower_Galilee_Mixed,Mixed
2002-06-01,2002,6,38.24,0.35725,Lower_Galilee_Mixed,Mixed
2002-07-01,2002,7,39.65,0.33045,Lower_Galilee_Mixed,Mixed
2002-08-01,2002,8,38.13,0.3301,Lower_Galilee_Mixed,Mixed
2002-09-01,2002,9,35.98,0.31074999999999997,Lower_Galilee_Mixed,Mixed
2002-10-01,2002,10,32.2,0.3273,Lower_Galilee_Mixed,Mixed
2002-11-01,2002,11,24.41,0.37460000000000004,Lower_Galilee_Mixed,Mixed
2002-12-01,2002,12,15.6,0.36515,Lower_Galilee_Mixed,Mixed
2003-01-01,2003,1,15.09,0.45999999999999996,Lower_Galilee_Mixed,Mixed
2003-02-01,2003,2,15.52,0.42264999999999997,Lower_Galilee_Mixed,Mixed
2003-03-01,2003,3,18.03,0.4788,Lower_Galilee_Mixed,Mixed
2003-04-01,2003,4,25.38,0.44394999999999996,Lower_Galilee_Mixed,Mixed
2003-05-01,2003,5,34.98,0.3514,Lower_Galilee_Mixed,Mixed
2003-06-01,2003,6,37.81,0.3162,Lower_Galilee_Mixed,Mixed
2003-07-01,2003,7,39.34,0.34135000000000004,Lower_Galilee_Mixed,Mixed
2003-08-01,2003,8,38.52,0.31115000000000004,Lower_Galilee_Mixed,Mixed
2003-09-01,2003,9,35.93,0.32089999999999996,Lower_Galilee_Mixed,Mixed
2003-10-01,2003,10,32.15,0.3098,Lower_Galilee_Mixed,Mixed
2003-11-01,2003,11,23.02,0.39554999999999996,Lower_Galilee_Mixed,Mixed
2003-12-01,2003,12,15.08,0.41745,Lower_Galilee_Mixed,Mixed
2004-01-01,2004,1,14.06,0.4512,Lower_Galilee_Mixed,Mixed
2004-02-01,2004,2,13.33,0.46950000000000003,Lower_Galilee_Mixed,Mixed
2004-03-01,2004,3,21.89,0.48795,Lower_Galilee_Mixed,Mixed
2004-04-01,2004,4,30.45,0.44805,Lower_Galilee_Mixed,Mixed
2004-05-01,2004,5,32.88,0.3499,Lower_Galilee_Mixed,Mixed
2004-06-01,2004,6,37.76,0.354,Lower_Galilee_Mixed,Mixed
2004-07-01,2004,7,39.78,0.31325000000000003,Lower_Galilee_Mixed,Mixed
2004-08-01,2004,8,38.42,0.33305,Lower_Galilee_Mixed,Mixed
2004-09-01,2004,9,36.97,0.32694999999999996,Lower_Galilee_Mixed,Mixed
2004-10-01,2004,10,33.13,0.323,Lower_Galilee_Mixed,Mixed
2004-11-01,2004,11,23.82,0.3314,Lower_Galilee_Mixed,Mixed
2004-12-01,2004,12,14.79,0.4092,Lower_Galilee_Mixed,Mixed
2005-01-01,2005,1,14.06,0.4813,Lower_Galilee_Mixed,Mixed
2005-02-01,2005,2,17.45,0.4375,Lower_Galilee_Mixed,Mixed
2005-03-01,2005,3,22.4,0.4649,Lower_Galilee_Mixed,Mixed
2005-04-01,2005,4,29.32,0.3899,Lower_Galilee_Mixed,Mixed
2005-05-01,2005,5,33.6,0.3507,Lower_Galilee_Mixed,Mixed
2005-06-01,2005,6,37.5,0.3266,Lower_Galilee_Mixed,Mixed
2005-07-01,2005,7,39.89,0.30685,Lower_Galilee_Mixed,Mixed
2005-08-01,2005,8,38.51,0.31505,Lower_Galilee_Mixed,Mixed
2005-09-01,2005,9,37.28,0.3184,Lower_Galilee_Mixed,Mixed
2005-10-01,2005,10,31.47,0.3409,Lower_Galilee_Mixed,Mixed
2005-11-01,2005,11,21.5,0.39490000000000003,Lower_Galilee_Mixed,Mixed
2005-12-01,2005,12,19.13,0.453,Lower_Galilee_Mixed,Mixed
2006-01-01,2006,1,13.9,0.45785,Lower_Galilee_Mixed,Mixed
2006-02-01,2006,2,18.4,0.4612,Lower_Galilee_Mixed,Mixed
2006-03-01,2006,3,22.0,0.44884999999999997,Lower_Galilee_Mixed,Mixed
2006-04-01,2006,4,25.65,0.43715000000000004,Lower_Galilee_Mixed,Mixed
2006-05-01,2006,5,34.21,0.37105,Lower_Galilee_Mixed,Mixed
2006-06-01,2006,6,38.13,0.34650000000000003,Lower_Galilee_Mixed,Mixed
2006-07-01,2006,7,38.19,0.3549,Lower_Galilee_Mixed,Mixed
2006-08-01,2006,8,39.05,0.361,Lower_Galilee_Mixed,Mixed
2006-09-01,2006,9,36.59,0.32115000000000005,Lower_Galilee_Mixed,Mixed
2006-10-01,2006,10,29.47,0.3541,Lower_Galilee_Mixed,Mixed
2006-11-01,2006,11,21.1,0.3983,Lower_Galilee_Mixed,Mixed
2006-12-01,2006,12,17.9,0.41015,Lower_Galilee_Mixed,Mixed
2007-01-01,2007,1,14.02,0.4023,Lower_Galilee_Mixed,Mixed
2007-02-01,2007,2,15.84,0.48595,Lower_Galilee_Mixed,Mixed
2007-03-01,2007,3,19.2,0.469,Lower_Galilee_Mixed,Mixed
2007-04-01,2007,4,24.49,0.4386,Lower_Galilee_Mixed,Mixed
2007-05-01,2007,5,34.65,0.36945,Lower_Galilee_Mixed,Mixed
2007-06-01,2007,6,39.59,0.3282,Lower_Galilee_Mixed,Mixed
2007-07-01,2007,7,39.57,0.3236,Lower_Galilee_Mixed,Mixed
2007-08-01,2007,8,39.43,0.32365,Lower_Galilee_Mixed,Mixed
2007-09-01,2007,9,36.47,0.3188,Lower_Galilee_Mixed,Mixed
2007-10-01,2007,10,32.05,0.3209,Lower_Galilee_Mixed,Mixed
2007-11-01,2007,11,24.27,0.34175,Lower_Galilee_Mixed,Mixed
2007-12-01,2007,12,16.27,0.42155,Lower_Galilee_Mixed,Mixed
2008-01-01,2008,1,11.63,0.47135,Lower_Galilee_Mixed,Mixed
2008-02-01,2008,2,14.91,0.43625,Lower_Galilee_Mixed,Mixed
2008-03-01,2008,3,23.15,0.47855,Lower_Galilee_Mixed,Mixed
2008-04-01,2008,4,31.82,0.38985000000000003,Lower_Galilee_Mixed,Mixed
2008-05-01,2008,5,35.44,0.34724999999999995,Lower_Galilee_Mixed,Mixed
2008-06-01,2008,6,40.4,0.3221,Lower_Galilee_Mixed,Mixed
2008-07-01,2008,7,40.56,0.30365,Lower_Galilee_Mixed,Mixed
2008-08-01,2008,8,39.89,0.2842,Lower_Galilee_Mixed,Mixed
2008-09-01,2008,9,36.66,0.29115,Lower_Galilee_Mixed,Mixed
2008-10-01,2008,10,31.11,0.31105,Lower_Galilee_Mixed,Mixed
2008-11-01,2008,11,23.38,0.3943,Lower_Galilee_Mixed,Mixed
2008-12-01,2008,12,17.57,0.44275,Lower_Galilee_Mixed,Mixed
2009-01-01,2009,1,13.7,0.48014999999999997,Lower_Galilee_Mixed,Mixed
2009-02-01,2009,2,16.14,0.52555,Lower_Galilee_Mixed,Mixed
2009-03-01,2009,3,19.63,0.4788,Lower_Galilee_Mixed,Mixed
2009-04-01,2009,4,26.4,0.44135,Lower_Galilee_Mixed,Mixed
2009-05-01,2009,5,35.69,0.3577,Lower_Galilee_Mixed,Mixed
2009-06-01,2009,6,39.68,0.33075,Lower_Galilee_Mixed,Mixed
2009-07-01,2009,7,39.85,0.33409999999999995,Lower_Galilee_Mixed,Mixed
2009-08-01,2009,8,38.93,0.31930000000000003,Lower_Galilee_Mixed,Mixed
2009-09-01,2009,9,35.48,0.3499,Lower_Galilee_Mixed,Mixed
2009-10-01,2009,10,32.93,0.311,Lower_Galilee_Mixed,Mixed
2009-11-01,2009,11,21.22,0.42985,Lower_Galilee_Mixed,Mixed
2009-12-01,2009,12,15.89,0.47395,Lower_Galilee_Mixed,Mixed
2010-01-01,2010,1,16.64,0.5238,Lower_Galilee_Mixed,Mixed
2010-02-01,2010,2,16.46,0.4853,Lower_Galilee_Mixed,Mixed
2010-03-01,2010,3,21.81,0.48175,Lower_Galilee_Mixed,Mixed
2010-04-01,2010,4,28.88,0.3983,Lower_Galilee_Mixed,Mixed
2010-05-01,2010,5,34.61,0.33315,Lower_Galilee_Mixed,Mixed
2010-06-01,2010,6,37.95,0.3212,Lower_Galilee_Mixed,Mixed
2010-07-01,2010,7,38.76,0.3187,Lower_Galilee_Mixed,Mixed
2010-08-01,2010,8,40.29,0.30555,Lower_Galilee_Mixed,Mixed
2010-09-01,2010,9,37.8,0.33065,Lower_Galilee_Mixed,Mixed
2010-10-01,2010,10,33.31,0.2943,Lower_Galilee_Mixed,Mixed
2010-11-01,2010,11,28.72,0.32545,Lower_Galilee_Mixed,Mixed
2010-12-01,2010,12,20.08,0.378,Lower_Galilee_Mixed,Mixed
2011-01-01,2011,1,14.65,0.432,Lower_Galilee_Mixed,Mixed
2011-02-01,2011,2,16.4,0.50105,Lower_Galilee_Mixed,Mixed
2011-03-01,2011,3,20.86,0.4672,Lower_Galilee_Mixed,Mixed
2011-04-01,2011,4,24.94,0.48960000000000004,Lower_Galilee_Mixed,Mixed
2011-05-01,2011,5,31.11,0.4161,Lower_Galilee_Mixed,Mixed
2011-06-01,2011,6,36.91,0.37355,Lower_Galilee_Mixed,Mixed
2011-07-01,2011,7,39.35,0.38044999999999995,Lower_Galilee_Mixed,Mixed
2011-08-01,2011,8,38.59,0.34575,Lower_Galilee_Mixed,Mixed
2011-09-01,2011,9,36.33,0.39625,Lower_Galilee_Mixed,Mixed
2011-10-01,2011,10,30.94,0.4054,Lower_Galilee_Mixed,Mixed
2011-11-01,2011,11,19.46,0.43915000000000004,Lower_Galilee_Mixed,Mixed
2011-12-01,2011,12,16.44,0.47750000000000004,Lower_Galilee_Mixed,Mixed
2012-01-01,2012,1,12.8,0.49734999999999996,Lower_Galilee_Mixed,Mixed
2012-02-01,2012,2,14.18,0.51965,Lower_Galilee_Mixed,Mixed
2012-03-01,2012,3,19.73,0.48424999999999996,Lower_Galilee_Mixed,Mixed
2012-04-01,2012,4,29.53,0.4161,Lower_Galilee_Mixed,Mixed
2012-05-01,2012,5,35.16,0.34550000000000003,Lower_Galilee_Mixed,Mixed
2012-06-01,2012,6,38.48,0.3362,Lower_Galilee_Mixed,Mixed
2012-07-01,2012,7,40.35,0.31795,Lower_Galilee_Mixed,Mixed
2012-08-01,2012,8,40.01,0.31189999999999996,Lower_Galilee_Mixed,Mixed
2012-09-01,2012,9,37.91,0.32545,Lower_Galilee_Mixed,Mixed
2012-10-01,2012,10,32.22,0.31275,Lower_Galilee_Mixed,Mixed
2012-11-01,2012,11,23.47,0.4771,Lower_Galilee_Mixed,Mixed
2012-12-01,2012,12,16.84,0.5197499999999999,Lower_Galilee_Mixed,Mixed
2013-01-01,2013,1,14.84,0.53095,Lower_Galilee_Mixed,Mixed
2013-02-01,2013,2,18.34,0.5125500000000001,Lower_Galilee_Mixed,Mixed
2013-03-01,2013,3,23.72,0.4591,Lower_Galilee_Mixed,Mixed
2013-04-01,2013,4,31.54,0.3786,Lower_Galilee_Mixed,Mixed
2013-05-01,2013,5,35.35,0.3537,Lower_Galilee_Mixed,Mixed
2013-06-01,2013,6,37.49,0.38445,Lower_Galilee_Mixed,Mixed
2013-07-01,2013,7,38.73,0.3712,Lower_Galilee_Mixed,Mixed
2013-08-01,2013,8,39.07,0.33985,Lower_Galilee_Mixed,Mixed
2013-09-01,2013,9,36.71,0.3731,Lower_Galilee_Mixed,Mixed
2013-10-01,2013,10,31.51,0.4037,Lower_Galilee_Mixed,Mixed
2013-11-01,2013,11,26.16,0.38725,Lower_Galilee_Mixed,Mixed
2013-12-01,2013,12,14.06,0.4083,Lower_Galilee_Mixed,Mixed
2014-01-01,2014,1,15.08,0.43695,Lower_Galilee_Mixed,Mixed
2014-02-01,2014,2,18.64,0.4101,Lower_Galilee_Mixed,Mixed
2014-03-01,2014,3,22.74,0.4354,Lower_Galilee_Mixed,Mixed
2014-04-01,2014,4,30.62,0.36075,Lower_Galilee_Mixed,Mixed
2014-05-01,2014,5,35.53,0.3013,Lower_Galilee_Mixed,Mixed
2014-06-01,2014,6,39.36,0.2723,Lower_Galilee_Mixed,Mixed
2014-07-01,2014,7,39.29,0.23875,Lower_Galilee_Mixed,Mixed
2014-08-01,2014,8,39.37,0.2508,Lower_Galilee_Mixed,Mixed
2014-09-01,2014,9,35.44,0.25085,Lower_Galilee_Mixed,Mixed
2014-10-01,2014,10,31.95,0.2676,Lower_Galilee_Mixed,Mixed
2014-11-01,2014,11,22.08,0.35245,Lower_Galilee_Mixed,Mixed
2014-12-01,2014,12,16.46,0.3809,Lower_Galilee_Mixed,Mixed
2015-01-01,2015,1,14.87,0.399,Lower_Galilee_Mixed,Mixed
2015-02-01,2015,2,16.35,0.41185,Lower_Galilee_Mixed,Mixed
2015-03-01,2015,3,21.43,0.40595000000000003,Lower_Galilee_Mixed,Mixed
2015-04-01,2015,4,27.87,0.34155,Lower_Galilee_Mixed,Mixed
2015-05-01,2015,5,35.26,0.29510000000000003,Lower_Galilee_Mixed,Mixed
2015-06-01,2015,6,35.77,0.2599,Lower_Galilee_Mixed,Mixed
2015-07-01,2015,7,39.61,0.24714999999999998,Lower_Galilee_Mixed,Mixed
2015-08-01,2015,8,40.12,0.2589,Lower_Galilee_Mixed,Mixed
2015-09-01,2015,9,38.0,0.23745,Lower_Galilee_Mixed,Mixed
2015-10-01,2015,10,32.62,0.2505,Lower_Galilee_Mixed,Mixed
2015-11-01,2015,11,23.79,0.27365,Lower_Galilee_Mixed,Mixed
2015-12-01,2015,12,16.9,0.2817,Lower_Galilee_Mixed,Mixed
2016-01-01,2016,1,15.59,0.35815,Lower_Galilee_Mixed,Mixed
2016-02-01,2016,2,20.67,0.3563,Lower_Galilee_Mixed,Mixed
2016-03-01,2016,3,21.71,0.33745,Lower_Galilee_Mixed,Mixed
2016-04-01,2016,4,32.87,0.3214,Lower_Galilee_Mixed,Mixed
2016-05-01,2016,5,36.44,0.26485000000000003,Lower_Galilee_Mixed,Mixed
2016-06-01,2016,6,40.86,0.26389999999999997,Lower_Galilee_Mixed,Mixed
2016-07-01,2016,7,41.28,0.26795,Lower_Galilee_Mixed,Mixed
2016-08-01,2016,8,38.64,0.2697,Lower_Galilee_Mixed,Mixed
2016-09-01,2016,9,37.26,0.2743,Lower_Galilee_Mixed,Mixed
2016-10-01,2016,10,34.06,0.26185,Lower_Galilee_Mixed,Mixed
2016-11-01,2016,11,23.77,0.2583,Lower_Galilee_Mixed,Mixed
2016-12-01,2016,12,15.25,0.345,Lower_Galilee_Mixed,Mixed
2017-01-01,2017,1,12.92,0.35350000000000004,Lower_Galilee_Mixed,Mixed
2017-02-01,2017,2,16.95,0.42105000000000004,Lower_Galilee_Mixed,Mixed
2017-03-01,2017,3,22.14,0.4475,Lower_Galilee_Mixed,Mixed
2017-04-01,2017,4,31.1,0.3628,Lower_Galilee_Mixed,Mixed
2017-05-01,2017,5,36.88,0.296,Lower_Galilee_Mixed,Mixed
2017-06-01,2017,6,39.74,0.307,Lower_Galilee_Mixed,Mixed
2017-07-01,2017,7,40.85,0.28225,Lower_Galilee_Mixed,Mixed
2017-08-01,2017,8,39.96,0.28675,Lower_Galilee_Mixed,Mixed
2017-09-01,2017,9,36.52,0.2762,Lower_Galilee_Mixed,Mixed
2017-10-01,2017,10,30.98,0.3216,Lower_Galilee_Mixed,Mixed
2017-11-01,2017,11,23.72,0.3166,Lower_Galilee_Mixed,Mixed
2017-12-01,2017,12,18.14,0.38495,Lower_Galilee_Mixed,Mixed
2018-01-01,2018,1,15.8,0.44430000000000003,Lower_Galilee_Mixed,Mixed
2018-02-01,2018,2,18.48,0.4158,Lower_Galilee_Mixed,Mixed
2018-03-01,2018,3,24.52,0.4202,Lower_Galilee_Mixed,Mixed
2018-04-01,2018,4,30.12,0.3447,Lower_Galilee_Mixed,Mixed
2018-05-01,2018,5,35.82,0.31095,Lower_Galilee_Mixed,Mixed
2018-06-01,2018,6,38.26,0.33485,Lower_Galilee_Mixed,Mixed
2018-07-01,2018,7,39.48,0.29385,Lower_Galilee_Mixed,Mixed
2018-08-01,2018,8,38.58,0.31485,Lower_Galilee_Mixed,Mixed
2018-09-01,2018,9,38.12,0.2935,Lower_Galilee_Mixed,Mixed
2018-10-01,2018,10,29.66,0.3376,Lower_Galilee_Mixed,Mixed
2018-11-01,2018,11,24.01,0.33765,Lower_Galilee_Mixed,Mixed
2018-12-01,2018,12,16.49,0.37105,Lower_Galilee_Mixed,Mixed
2019-01-01,2019,1,14.26,0.47055,Lower_Galilee_Mixed,Mixed
2019-02-01,2019,2,16.85,0.53485,Lower_Galilee_Mixed,Mixed
2019-03-01,2019,3,19.86,0.5116,Lower_Galilee_Mixed,Mixed
2019-04-01,2019,4,25.13,0.4689,Lower_Galilee_Mixed,Mixed
2019-05-01,2019,5,35.97,0.3539,Lower_Galilee_Mixed,Mixed
2019-06-01,2019,6,36.84,0.3245,Lower_Galilee_Mixed,Mixed
2019-07-01,2019,7,39.46,0.32220000000000004,Lower_Galilee_Mixed,Mixed
2019-08-01,2019,8,37.99,0.31845,Lower_Galilee_Mixed,Mixed
2019-09-01,2019,9,36.34,0.32994999999999997,Lower_Galilee_Mixed,Mixed
2019-10-01,2019,10,32.25,0.332,Lower_Galilee_Mixed,Mixed
2019-11-01,2019,11,25.29,0.3221,Lower_Galilee_Mixed,Mixed
2019-12-01,2019,12,17.54,0.36639999999999995,Lower_Galilee_Mixed,Mixed
2020-01-01,2020,1,13.71,0.3678,Lower_Galilee_Mixed,Mixed
2020-02-01,2020,2,16.59,0.4748,Lower_Galilee_Mixed,Mixed
2020-03-01,2020,3,20.24,0.49135000000000006,Lower_Galilee_Mixed,Mixed
2020-04-01,2020,4,26.63,0.40754999999999997,Lower_Galilee_Mixed,Mixed
2020-05-01,2020,5,35.66,0.34385,Lower_Galilee_Mixed,Mixed
2020-06-01,2020,6,37.5,0.3267,Lower_Galilee_Mixed,Mixed
2020-07-01,2020,7,38.74,0.33665,Lower_Galilee_Mixed,Mixed
2020-08-01,2020,8,38.81,0.3039,Lower_Galilee_Mixed,Mixed
2020-09-01,2020,9,37.91,0.29900000000000004,Lower_Galilee_Mixed,Mixed
2020-10-01,2020,10,34.39,0.3256,Lower_Galilee_Mixed,Mixed
2020-11-01,2020,11,21.98,0.37,Lower_Galilee_Mixed,Mixed
2020-12-01,2020,12,17.21,0.41095,Lower_Galilee_Mixed,Mixed
2021-01-01,2021,1,17.11,0.4995,Lower_Galilee_Mixed,Mixed
2021-02-01,2021,2,18.63,0.52565,Lower_Galilee_Mixed,Mixed
2021-03-01,2021,3,21.85,0.45940000000000003,Lower_Galilee_Mixed,Mixed
2021-04-01,2021,4,30.41,0.3767,Lower_Galilee_Mixed,Mixed
2021-05-01,2021,5,36.54,0.34335,Lower_Galilee_Mixed,Mixed
2021-06-01,2021,6,37.7,0.3103,Lower_Galilee_Mixed,Mixed
2021-07-01,2021,7,39.31,0.31684999999999997,Lower_Galilee_Mixed,Mixed
2021-08-01,2021,8,40.23,0.28865,Lower_Galilee_Mixed,Mixed
2021-09-01,2021,9,36.73,0.3107,Lower_Galilee_Mixed,Mixed
2021-10-01,2021,10,32.67,0.3262,Lower_Galilee_Mixed,Mixed
2021-11-01,2021,11,26.19,0.3543,Lower_Galilee_Mixed,Mixed
2021-12-01,2021,12,16.43,0.32985,Lower_Galilee_Mixed,Mixed
2022-01-01,2022,1,14.9,0.4165,Lower_Galilee_Mixed,Mixed
2022-02-01,2022,2,17.09,0.42274999999999996,Lower_Galilee_Mixed,Mixed
2022-03-01,2022,3,17.32,0.5475,Lower_Galilee_Mixed,Mixed
2022-04-01,2022,4,28.33,0.4285,Lower_Galilee_Mixed,Mixed
2022-05-01,2022,5,34.63,0.3398,Lower_Galilee_Mixed,Mixed
2022-06-01,2022,6,38.24,0.34735,Lower_Galilee_Mixed,Mixed
2022-07-01,2022,7,39.53,0.32825000000000004,Lower_Galilee_Mixed,Mixed
2022-08-01,2022,8,38.07,0.33345,Lower_Galilee_Mixed,Mixed
2022-09-01,2022,9,35.76,0.2945,Lower_Galilee_Mixed,Mixed
2022-10-01,2022,10,31.46,0.2836,Lower_Galilee_Mixed,Mixed
2022-11-01,2022,11,23.59,0.3527,Lower_Galilee_Mixed,Mixed
2022-12-01,2022,12,18.75,0.39095,Lower_Galilee_Mixed,Mixed
2023-01-01,2023,1,17.49,0.40054999999999996,Lower_Galilee_Mixed,Mixed
2023-02-01,2023,2,17.28,0.50495,Lower_Galilee_Mixed,Mixed
2023-03-01,2023,3,22.29,0.44530000000000003,Lower_Galilee_Mixed,Mixed
2023-04-01,2023,4,26.96,0.42035,Lower_Galilee_Mixed,Mixed
2023-05-01,2023,5,34.76,0.3843,Lower_Galilee_Mixed,Mixed
2023-06-01,2023,6,37.71,0.35775,Lower_Galilee_Mixed,Mixed
2023-07-01,2023,7,40.94,0.31220000000000003,Lower_Galilee_Mixed,Mixed
2023-08-01,2023,8,38.29,0.31820000000000004,Lower_Galilee_Mixed,Mixed
2023-09-01,2023,9,37.67,0.30874999999999997,Lower_Galilee_Mixed,Mixed
2023-10-01,2023,10,30.56,0.284,Lower_Galilee_Mixed,Mixed
2023-11-01,2023,11,26.12,0.38095,Lower_Galilee_Mixed,Mixed
2023-12-01,2023,12,17.23,0.44605,Lower_Galilee_Mixed,Mixed
2024-01-01,2024,1,15.57,0.4521,Lower_Galilee_Mixed,Mixed
2024-02-01,2024,2,16.11,0.54175,Lower_Galilee_Mixed,Mixed
2024-03-01,2024,3,19.25,0.51165,Lower_Galilee_Mixed,Mixed
2024-04-01,2024,4,29.1,0.4195,Lower_Galilee_Mixed,Mixed
2024-05-01,2024,5,31.86,0.40375,Lower_Galilee_Mixed,Mixed
2024-06-01,2024,6,38.49,0.33009999999999995,Lower_Galilee_Mixed,Mixed
2024-07-01,2024,7,37.94,0.3266,Lower_Galilee_Mixed,Mixed
2024-08-01,2024,8,36.67,0.33665,Lower_Galilee_Mixed,Mixed
2024-09-01,2024,9,33.8,0.3452,Lower_Galilee_Mixed,Mixed
2024-10-01,2024,10,29.67,0.34335000000000004,Lower_Galilee_Mixed,Mixed
